id,entityId1,entityId2
329,1887,5971
330,1739,7
331,986,5255
332,3786,3996
333,1969,3273
334,637,1440
335,948,97
336,3562,2127
337,3649,1211
338,4560,1216
339,2848,4047
340,1779,888
341,3796,3187
342,2607,1719
343,5001,1473
344,1281,1209
345,1398,1515
346,2304,2342
347,852,4056
348,4329,3998
349,1433,4900
350,4315,5161
351,1013,4803
352,1188,654
353,1541,4156
354,1500,5342
355,1719,1720
356,83,76
357,924,2083
358,3729,558
359,2390,1322
360,2007,4437
361,1894,1534
362,481,29
363,1118,4500
364,3726,5128
365,484,3890
366,4716,792
367,2055,4573
368,606,1961
369,2655,3924
370,1909,317
371,3635,421
372,5030,3422
373,4072,5107
374,1773,3418
375,4801,6048
376,4057,2265
377,3128,5644
378,660,1600
379,321,5162
380,3794,3631
381,3659,2550
382,4762,1112
383,2182,2262
384,1772,3523
385,826,4220
386,1248,1963
387,3568,6013
388,3682,4746
389,3570,1753
390,2498,617
391,2587,5514
392,4815,826
393,4919,387
394,4390,3332
395,2738,1191
396,4805,5760
397,2828,6012
398,3727,5116
399,393,3317
400,632,3968
401,73,5312
402,979,3840
403,2787,5334
404,1502,5493
405,2628,2144
406,2968,2606
407,3787,4263
408,4423,632
409,1453,1385
410,1730,2974
411,2545,4958
412,3180,1418
413,1815,4122
414,1540,2373
415,2045,1419
416,3467,2182
417,4745,2600
418,2989,892
419,4757,5710
420,4413,1493
421,1365,532
422,3050,4039
423,3179,1520
424,3381,1139
425,4446,2857
426,3971,5416
427,5022,4201
428,691,3237
429,4433,3944
430,4948,2159
431,753,2189
432,2289,1674
433,30,759
434,2482,2046
435,26,5190
436,1519,4154
437,4951,1917
438,2260,4
439,4114,5873
440,977,2
441,1801,1243
442,378,569
443,1965,4203
444,3109,3465
445,1216,846
446,3935,4553
447,319,1575
448,4381,4397
449,112,2376
450,3936,383
451,3247,4316
452,1665,458
453,1899,1517
454,3178,5950
455,4808,5836
456,939,3383
457,1241,2890
458,2652,463
459,3030,1858
460,3783,4904
461,1882,2940
462,2131,2753
463,4897,2553
464,1725,3696
465,1762,625
466,3133,1516
467,1838,2507
468,724,4862
469,2023,3542
470,3678,5443
471,4786,3589
472,1326,4054
473,4905,5999
474,1898,1638
475,1511,5087
476,2943,5017
477,4013,2224
478,468,1545
479,3193,4743
480,4784,3764
481,293,3785
482,1516,4673
483,1354,1741
484,802,2499
485,5048,2343
486,4202,2928
487,454,2715
488,2950,353
489,3608,3094
490,622,5167
491,4126,5155
492,1159,1562
493,3081,5871
494,1035,3668
495,1183,3673
496,1057,1852
497,5037,3285
498,75,1437
499,3278,1826
500,2609,4115
501,3002,4264
502,1090,3211
503,1797,1874
504,1837,2650
505,1729,3428
506,2083,2719
507,3928,1142
508,4425,851
509,421,5503
510,1362,1128
511,4622,4989
512,5105,1765
513,3258,3512
514,4276,5033
515,3447,4210
516,4132,4698
517,467,1695
518,4023,1464
519,2769,3148
520,2104,993
521,845,3100
522,767,5481
523,4827,274
524,483,380
525,3189,1060
526,5044,2741
527,4712,1785
528,4395,3521
529,3097,4772
530,477,5145
531,3941,4349
532,3827,5629
533,3597,4238
534,4179,986
535,2766,3587
536,329,5150
537,2265,110
538,2022,3900
539,3880,1235
540,2706,384
541,4955,2129
542,765,5840
543,2801,694
544,271,5894
545,2185,2685
546,4857,2088
547,1856,1321
548,3295,668
549,4514,5990
550,193,4188
551,4477,879
552,188,4610
553,1907,1198
554,4529,4750
555,1563,1082
556,1553,1913
557,3059,3895
558,3697,4183
559,2146,5944
560,887,3949
561,1461,5460
562,3760,3061
563,2604,4797
564,3495,4572
565,4292,3958
566,1833,3265
567,3988,4626
568,4084,756
569,2267,4109
570,1876,3799
571,189,4557
572,862,6046
573,1413,1270
574,1506,1743
575,663,2085
576,1324,469
577,3111,3706
578,4734,77
579,1604,1819
580,4096,3873
581,3264,3313
582,3851,3747
583,3795,202
584,720,5584
585,1293,3079
586,4117,2167
587,5116,5265
588,4811,1906
589,4860,1935
590,1937,2884
591,390,4314
592,3518,2742
593,4821,5186
594,1242,3245
595,5113,1444
596,4093,89
597,1114,1583
598,4826,4791
599,417,2096
600,2294,1951
601,4141,4300
602,3335,5663
603,3725,1965
604,695,3605
605,2432,2796
606,4960,1872
607,1661,1253
608,1716,4883
609,2154,5394
610,240,416
611,4985,5462
612,489,2153
613,2217,1745
614,4883,1996
615,2080,831
616,2581,546
617,2195,3574
618,2963,1609
619,2371,5349
620,2967,1277
621,3503,5610
622,3454,1818
623,244,1676
624,3009,5985
625,200,1233
626,4554,639
627,3056,5851
628,554,864
629,2960,1539
630,218,4178
631,1896,3844
632,1177,2402
633,2036,4509
634,3799,1875
635,2966,5156
636,2341,4098
637,2462,6029
638,1984,5063
639,2175,5272
640,1467,2917
641,2914,5384
642,4892,1275
643,2397,3241
644,2078,5456
645,3346,2294
646,45,2168
647,2725,4694
648,255,5227
649,4444,5378
650,1835,5163
651,2435,4191
652,1474,2362
653,2831,4086
654,2974,4833
655,2388,4000
656,959,53
657,3922,3656
658,2983,4097
659,4800,4511
660,789,1877
661,2621,1043
662,4321,3633
663,2964,1257
664,2166,2275
665,4115,4031
666,692,1742
667,656,4410
668,251,1482
669,955,4174
670,147,1924
671,1214,3160
672,2207,2979
673,1810,2843
674,10,5104
675,3808,4947
676,3861,858
677,1606,3405
678,3449,2288
679,4014,143
680,2079,1319
681,1275,2211
682,4458,4569
683,4213,4121
684,653,893
685,3114,1129
686,2330,975
687,173,3564
688,4746,1162
689,2529,4629
690,4598,5249
691,2284,4483
692,4366,4038
693,1445,4492
694,2568,1713
695,2480,4608
696,829,2694
697,1477,5934
698,1263,3537
699,3949,5556
700,1150,4728
701,3546,2154
702,4154,5251
703,1236,5465
704,4856,4344
705,1478,1767
706,3704,5745
707,1952,3386
708,4769,3366
709,2118,5991
710,1776,6035
711,3020,764
712,3522,4475
713,4987,1340
714,3102,2485
715,2171,5697
716,3283,3843
717,3886,2622
718,1025,2846
719,3175,188
720,2537,230
721,3028,103
722,3930,3395
723,3073,4570
724,1564,3169
725,711,4006
726,2471,5723
727,1487,5133
728,4211,561
729,3380,3667
730,2778,4823
731,4665,3517
732,3289,3372
733,1205,3971
734,4817,3518
735,1479,1714
736,485,2634
737,4599,4892
738,2274,1605
739,833,2084
740,2617,5907
741,1225,2320
742,584,2614
743,1431,5702
744,3425,288
745,4326,2983
746,2361,2591
747,4491,5686
748,497,5757
749,2815,5524
750,2226,5614
751,2904,2233
752,4173,3760
753,4790,1343
754,508,4845
755,4002,5320
756,3712,1061
757,540,1845
758,1243,5280
759,4348,5274
760,1539,1196
761,1223,2504
762,2740,3918
763,1677,1687
764,755,743
765,1282,1709
766,1848,134
767,3468,498
768,3961,4976
769,120,3948
770,1840,802
771,445,5651
772,4637,2126
773,1788,680
774,183,3170
775,4393,5652
776,3892,2531
777,4499,951
778,2153,3509
779,2783,2528
780,925,1093
781,2908,347
782,4836,65
783,486,4761
784,2467,80
785,3867,2679
786,430,5321
787,1169,1333
788,3583,1681
789,3144,1249
790,685,550
791,346,4114
792,4124,1832
793,2256,5325
794,1913,5129
795,2644,1802
796,3600,276
797,2559,4759
798,2582,2859
799,4970,5361
800,3006,437
801,4977,682
802,4530,5014
803,574,1592
804,759,2629
805,5015,5734
806,499,3734
807,2648,5588
808,1928,3915
809,2585,2637
810,3585,5647
811,4664,2105
812,4809,2358
813,4040,664
814,721,1707
815,927,5089
816,2858,459
817,3643,4937
818,4143,4398
819,2743,5909
820,651,3424
821,1364,5688
822,2216,4605
823,3836,1226
824,2734,2581
825,4580,913
826,42,734
827,3208,4200
828,3561,3566
829,2157,1325
830,2298,1910
831,1946,2453
832,4904,2704
833,33,1494
834,1659,1710
835,4532,814
836,2600,1445
837,221,2292
838,4617,1966
839,3500,481
840,4157,3295
841,2422,3942
842,4215,2574
843,4708,2615
844,4471,1807
845,1681,4002
846,369,2308
847,1438,3692
848,3251,4775
849,811,2492
850,613,2548
851,3882,5657
852,1441,3461
853,4705,2881
854,285,5205
855,2142,2623
856,4932,4529
857,304,3629
858,385,5103
859,3094,5539
860,4387,4719
861,2528,3362
862,3351,594
863,2954,2774
864,4001,1888
865,223,4173
866,2130,1541
867,1878,1975
868,3326,4686
869,4943,5639
870,2470,2010
871,3749,2351
872,387,2869
873,4978,2740
874,4394,2074
875,2583,4924
876,5006,4521
877,743,2005
878,1736,5604
879,3528,4327
880,3916,4885
881,4193,2374
882,3082,391
883,4101,5928
884,576,3585
885,1078,2882
886,1737,5530
887,4212,806
888,4618,3985
889,4879,2800
890,4702,1106
891,1845,4766
892,1168,3620
893,2407,3181
894,2043,646
895,2443,4310
896,2340,4671
897,1197,1234
898,1491,1408
899,163,5138
900,1434,2054
901,533,3109
902,1254,608
903,3617,1092
904,2830,874
905,2640,270
906,3969,556
907,4714,160
908,1861,3491
909,2198,95
910,4171,190
911,4991,5859
912,1607,5
913,4552,5427
914,4563,418
915,1163,4092
916,3416,5508
917,4025,4113
918,2490,447
919,1836,1487
920,931,2875
921,4422,3940
922,310,5268
923,3222,1135
924,800,5559
925,1131,2661
926,2391,480
927,4557,5032
928,1253,733
929,4420,20
930,565,495
931,159,5522
932,515,553
933,4369,4260
934,1409,4177
935,3043,3720
936,4015,4964
937,31,3869
938,3233,251
939,2237,995
940,1786,1563
941,2347,4152
942,4113,948
943,1258,4441
944,3298,3053
945,323,4226
946,114,5191
947,993,3953
948,3591,5411
949,81,5921
950,500,3914
951,4920,1593
952,1724,635
953,3367,3536
954,1289,3974
955,3159,4418
956,1777,4435
957,3299,987
958,2049,2345
959,737,4742
960,2866,4168
961,3648,4800
962,4383,1137
963,2961,4470
964,3107,544
965,1819,5059
966,194,670
967,3359,123
968,1523,958
969,381,5630
970,1374,1035
971,5070,5560
972,982,810
973,1738,3609
974,680,1314
975,1890,3286
976,4670,6021
977,143,829
978,4793,4001
979,3723,2698
980,2277,3943
981,37,1450
982,427,5948
983,54,46
984,1384,4347
985,3908,3754
986,3338,6004
987,4931,761
988,90,5260
989,3398,5131
990,110,3604
991,4182,5605
992,4061,3361
993,894,4075
994,4984,475
995,136,1461
996,1599,2914
997,1826,456
998,2598,6020
999,3982,1739
1000,4066,2958
1001,1102,3217
1002,1787,3707
1003,274,2307
1004,5028,947
1005,1077,5290
1006,1676,630
1007,3511,3973
1008,1038,346
1009,2988,2338
1010,645,198
1011,247,468
1012,1283,499
1013,4697,3858
1014,3666,3417
1015,608,3277
1016,1194,3797
1017,4928,1079
1018,3016,4126
1019,671,2150
1020,4642,240
1021,3108,584
1022,2149,2365
1023,4432,1295
1024,1549,3016
1025,2597,2042
1026,4068,2830
1027,3256,4691
1028,541,4763
1029,2882,2975
1030,2898,1647
1031,59,5832
1032,4135,1553
1033,3670,1036
1034,169,3047
1035,3857,1899
1036,1814,5777
1037,4344,2439
1038,1123,1689
1039,1061,4593
1040,443,788
1041,4940,2119
1042,4658,3195
1043,569,4469
1044,1735,4148
1045,1407,4550
1046,2356,1768
1047,1686,5969
1048,4303,4008
1049,4546,2066
1050,4482,1439
1051,968,28
1052,538,5208
1053,4959,562
1054,1789,3775
1055,4285,3250
1056,241,1188
1057,1696,1059
1058,2829,3478
1059,2232,5724
1060,716,2725
1061,2804,3305
1062,1210,2683
1063,4666,311
1064,2150,2494
1065,320,4683
1066,3471,3437
1067,1853,4425
1068,2673,40
1069,2430,5690
1070,774,2016
1071,4195,2554
1072,3925,2631
1073,1697,5097
1074,1617,5778
1075,2332,1542
1076,3459,4453
1077,2780,1224
1078,3743,1360
1079,2856,3117
1080,1186,4696
1081,2692,4442
1082,4414,3008
1083,3229,4928
1084,3366,3984
1085,3270,1526
1086,599,4275
1087,1600,872
1088,2219,4987
1089,1687,5939
1090,2481,3724
1091,4222,328
1092,3855,283
1093,1053,1220
1094,3956,92
1095,2380,1669
1096,1482,4729
1097,1425,3114
1098,4442,4815
1099,2510,3171
1100,3904,316
1101,276,182
1102,3849,4880
1103,1734,2053
1104,4921,1932
1105,3088,259
1106,4969,2044
1107,4,2284
1108,4674,6043
1109,3681,204
1110,2295,2805
1111,464,974
1112,3806,278
1113,3809,5959
1114,1334,653
1115,249,2434
1116,2290,3224
1117,918,164
1118,794,4518
1119,2633,1175
1120,2603,5927
1121,1796,1018
1122,1683,370
1123,3426,4990
1124,2521,449
1125,3899,2604
1126,248,4790
1127,4354,5799
1128,3996,903
1129,693,2463
1130,2515,953
1131,974,3718
1132,2358,5797
1133,1864,3573
1134,4100,482
1135,1400,1130
1136,2923,3967
1137,2672,2056
1138,1732,4515
1139,1317,3932
1140,1404,3068
1141,4778,3392
1142,4587,5112
1143,991,2326
1144,3350,1300
1145,3924,4645
1146,354,4206
1147,1747,5117
1148,3620,3467
1149,2995,3930
1150,3596,5453
1151,482,3617
1152,886,1013
1153,1421,3508
1154,4082,1981
1155,3534,4259
1156,4077,2407
1157,5106,4857
1158,3329,3046
1159,1701,4843
1160,1067,2380
1161,1637,1969
1162,1304,3189
1163,2062,3557
1164,3060,4895
1165,2868,2190
1166,786,1132
1167,4397,2258
1168,494,791
1169,611,5206
1170,1044,203
1171,2776,5743
1172,2721,4367
1173,4853,5382
1174,3737,6054
1175,1032,3039
1176,938,4908
1177,3155,2954
1178,3301,1294
1179,1572,3274
1180,981,1338
1181,3517,1588
1182,4958,3025
1183,2399,4278
1184,929,5664
1185,2820,2107
1186,2756,1477
1187,4386,3197
1188,186,1803
1189,2786,839
1190,679,5940
1191,4661,4961
1192,2971,24
1193,2857,3134
1194,2359,1673
1195,943,2256
1196,4831,1303
1197,4551,5895
1198,1691,3876
1199,1206,1076
1200,100,2766
1201,2047,5010
1202,4767,431
1203,1764,3928
1204,3623,1182
1205,1005,1401
1206,2113,3648
1207,1451,5350
1208,3148,3757
1209,1847,5253
1210,1408,4826
1211,1343,2035
1212,227,454
1213,1587,2261
1214,2842,4590
1215,3951,2666
1216,1238,2566
1217,1978,2585
1218,824,66
1219,3170,1959
1220,2731,5626
1221,4312,5487
1222,556,5938
1223,2631,1644
1224,3884,4142
1225,3498,3411
1226,1610,375
1227,4891,2480
1228,119,1251
1229,4053,2417
1230,2423,2544
1231,3911,1928
1232,2589,5160
1233,587,3394
1234,4340,3191
1235,604,1985
1236,1208,5102
1237,2531,1788
1238,819,528
1239,1394,6052
1240,1859,4326
1241,2187,1683
1242,4409,5685
1243,4899,5974
1244,2684,1403
1245,3711,2173
1246,2204,4377
1247,728,4010
1248,1648,1380
1249,3370,1817
1250,1536,2486
1251,4513,1160
1252,2098,5003
1253,889,2957
1254,2310,3801
1255,4616,4920
1256,5054,5426
1257,1565,4204
1258,1714,27
1259,2733,1472
1260,4872,62
1261,1766,3910
1262,3411,2539
1263,4428,4153
1264,870,457
1265,2682,1613
1266,2114,3710
1267,4555,1812
1268,268,5377
1269,3311,4060
1270,1750,1158
1271,2881,1489
1272,4069,5295
1273,2085,2028
1274,3457,2842
1275,3773,2578
1276,3979,479
1277,1256,5298
1278,1045,2337
1279,4732,3532
1280,266,5570
1281,3653,253
1282,480,4192
1283,4075,715
1284,1276,3658
1285,1867,3756
1286,935,3490
1287,1475,5650
1288,4328,4503
1289,2418,1108
1290,1342,2482
1291,4402,279
1292,2698,4627
1293,638,1397
1294,4720,4751
1295,3696,1538
1296,4941,2793
1297,493,5246
1298,618,1147
1299,4979,1544
1300,3274,5984
1301,1849,3297
1302,2013,51
1303,1934,4434
1304,4309,1999
1305,2611,1492
1306,3537,4630
1307,5095,122
1308,2569,3066
1309,1338,4748
1310,1012,1222
1311,2874,4235
1312,207,2505
1313,658,3854
1314,138,41
1315,4443,5093
1316,3131,1475
1317,1636,507
1318,1132,3559
1319,3068,4525
1320,2456,165
1321,2938,3028
1322,3481,5211
1323,1456,3163
1324,3307,3269
1325,4516,3135
1326,517,1368
1327,2516,5306
1328,2650,4559
1329,4727,2019
1330,4270,5267
1331,3406,1064
1332,4914,967
1333,4128,2579
1334,3089,4984
1335,2364,1548
1336,4683,3762
1337,2174,933
1338,815,5322
1339,5068,2403
1340,2353,4649
1341,3839,2011
1342,3490,394
1343,3062,966
1344,3542,174
1345,4952,3836
1346,1377,3738
1347,4992,514
1348,1809,651
1349,1699,3507
1350,469,1280
1351,2165,5786
1352,1537,2755
1353,3689,2175
1354,647,2903
1355,4150,4873
1356,1142,2782
1357,3688,2260
1358,4415,5558
1359,3357,5169
1360,2303,637
1361,4469,2981
1362,1588,2643
1363,2372,912
1364,3162,3067
1365,3751,5241
1366,523,937
1367,901,4218
1368,3778,5207
1369,5117,2455
1370,956,1863
1371,1312,2879
1372,4614,5450
1373,1385,5013
1374,4922,363
1375,4356,78
1376,1267,4725
1377,2763,1238
1378,1403,5725
1379,1806,2839
1380,2259,4315
1381,2981,3618
1382,3286,5092
1383,2793,2851
1384,3872,1509
1385,3660,524
1386,854,2148
1387,2542,3213
1388,3434,5091
1389,2278,543
1390,1807,4975
1391,2816,5044
1392,1780,3119
1393,1155,3650
1394,4688,1231
1395,972,552
1396,2452,593
1397,4743,4859
1398,1391,2647
1399,4930,1625
1400,2931,5901
1401,4558,3825
1402,4185,125
1403,4656,3883
1404,3096,4496
1405,4699,314
1406,4787,3403
1407,3269,231
1408,3121,2416
1409,4854,3846
1410,3523,5915
1411,1921,1519
1412,1618,4293
1413,2897,2436
1414,2246,5418
1415,2139,3904
1416,2689,5517
1417,2777,4205
1418,180,4866
1419,3601,5444
1420,3638,472
1421,700,466
1422,3665,2328
1423,752,4342
1424,4641,3252
1425,701,385
1426,3895,3726
1427,2448,2838
1428,1831,3015
1429,2864,5171
1430,1224,148
1431,1925,5286
1432,1262,1090
1433,2249,2977
1434,3393,343
1435,1483,1019
1436,4709,1708
1437,4949,64
1438,1905,5068
1439,4894,531
1440,1664,497
1441,2031,588
1442,286,189
1443,3997,1250
1444,4494,960
1445,641,3495
1446,934,5633
1447,380,581
1448,1550,1781
1449,4596,699
1450,4268,5571
1451,754,4189
1452,1865,215
1453,1593,96
1454,4682,4127
1455,2846,4962
1456,3439,4905
1457,4729,236
1458,3040,1159
1459,3841,4309
1460,5063,1184
1461,2389,6041
1462,2746,982
1463,4426,804
1464,2313,4161
1465,1561,5135
1466,3418,2561
1467,64,2415
1468,3641,4539
1469,4024,5518
1470,4632,112
1471,2551,803
1472,3444,4501
1473,3642,357
1474,1462,5177
1475,5090,3065
1476,289,139
1477,1824,3807
1478,4829,149
1479,2411,145
1480,4288,4101
1481,3543,398
1482,4923,555
1483,673,1053
1484,4578,515
1485,2677,2663
1486,2741,1442
1487,438,86
1488,1320,4702
1489,1945,1984
1490,866,1430
1491,1218,4983
1492,2248,5509
1493,2985,1690
1494,2998,4707
1495,2595,1288
1496,4122,1536
1497,3721,2050
1498,2894,5158
1499,2210,488
1500,1162,1462
1501,4976,291
1502,3001,4482
1503,4533,207
1504,3344,4682
1505,4814,5553
1506,4320,5608
1507,82,1005
1508,4971,4821
1509,1558,5472
1510,4071,5789
1511,598,3238
1512,1884,2993
1513,3491,693
1514,2602,4848
1515,5055,6049
1516,3677,1634
1517,1315,5176
1518,3499,39
1519,4333,4542
1520,528,4966
1521,609,2339
1522,4655,2388
1523,2638,5972
1524,4861,5779
1525,77,5547
1526,3325,2207
1527,50,3695
1528,2676,2822
1529,3409,3425
1530,730,4601
1531,4275,5282
1532,1050,2630
1533,1156,2022
1534,2518,3663
1535,2837,1763
1536,288,344
1537,3236,5511
1538,1383,4942
1539,4183,1914
1540,3045,2152
1541,2634,3506
1542,126,2765
1543,1860,2203
1544,1286,709
1545,4339,5340
1546,2393,3017
1547,1740,3978
1548,3572,3475
1549,4890,575
1550,4619,2586
1551,4739,1508
1552,3828,1615
1553,1480,5767
1554,2006,1302
1555,3075,4448
1556,4273,1552
1557,2930,4208
1558,129,1443
1559,252,1200
1560,1437,3473
1561,79,3271
1562,4186,579
1563,1580,1576
1564,2959,4129
1565,3421,326
1566,843,3628
1567,2760,1943
1568,4539,4071
1569,3015,5351
1570,1658,1523
1571,4004,5194
1572,3163,3590
1573,4572,3108
1574,4355,2953
1575,1805,3387
1576,4559,2419
1577,1285,5593
1578,27,5834
1579,2580,4599
1580,4147,3841
1581,3559,5262
1582,487,429
1583,1746,101
1584,2920,3294
1585,66,4373
1586,4534,406
1587,3999,1522
1588,2283,2913
1589,1432,5687
1590,1125,723
1591,3254,6008
1592,3292,1100
1593,256,4993
1594,5067,1228
1595,1072,2801
1596,686,307
1597,4255,758
1598,8,3335
1599,5114,3188
1600,4337,388
1601,1369,2731
1602,4125,5694
1603,1545,411
1604,3249,574
1605,4548,1027
1606,242,4401
1607,3983,2866
1608,4319,5973
1609,808,152
1610,2781,2571
1611,879,2450
1612,4029,1399
1613,3937,2595
1614,2109,1012
1615,595,1448
1616,1311,5805
1617,859,4116
1618,2360,4753
1619,3363,5189
1620,3614,3077
1621,1935,830
1622,690,8
1623,2075,1497
1624,3116,3446
1625,2788,3763
1626,4564,2048
1627,307,789
1628,2068,322
1629,35,2885
1630,4747,3240
1631,3149,2469
1632,262,2768
1633,542,5869
1634,4886,4003
1635,3371,4530
1636,4776,4939
1637,3328,4016
1638,2177,3577
1639,156,1049
1640,4086,4878
1641,4311,4343
1642,4768,5613
1643,4064,267
1644,2167,313
1645,2450,3165
1646,216,2503
1647,2197,3683
1648,1042,3576
1649,2434,396
1650,3013,3830
1651,3903,1355
1652,3699,4236
1653,4111,471
1654,2509,603
1655,1942,282
1656,3237,1624
1657,1512,3207
1658,287,714
1659,4164,175
1660,1721,4575
1661,1640,776
1662,1964,794
1663,858,146
1664,2924,3031
1665,1513,3122
1666,2626,3200
1667,4876,2529
1668,3578,2007
1669,1974,5830
1670,779,850
1671,4251,5250
1672,916,5867
1673,5024,2532
1674,4524,5413
1675,5109,3669
1676,3156,186
1677,291,2156
1678,4584,4541
1679,1360,3551
1680,2775,3139
1681,2730,4535
1682,2543,1912
1683,3719,4368
1684,1938,2980
1685,2489,4055
1686,5089,3595
1687,446,5689
1688,1001,2927
1689,739,5946
1690,3071,3155
1691,3054,2222
1692,92,554
1693,4396,1424
1694,4272,5865
1695,3560,1190
1696,2016,605
1697,2196,3809
1698,5031,227
1699,4901,486
1700,3125,2770
1701,676,3001
1702,1970,342
1703,3563,957
1704,2038,2887
1705,1547,4443
1706,3087,1836
1707,4694,1291
1708,335,886
1709,1046,5064
1710,1092,3593
1711,551,1097
1712,3211,3852
1713,639,1989
1714,4451,3334
1715,2573,5310
1716,3049,910
1717,3675,3956
1718,3833,1386
1719,2532,4083
1720,3318,4376
1721,3914,4059
1722,2636,3652
1723,2782,3827
1724,2913,5239
1725,1731,5050
1726,405,420
1727,306,4543
1728,3322,4069
1729,4508,3934
1730,151,5124
1731,309,4306
1732,4744,752
